1)tuId,2)tuName,5)tuGenes
RDBECOLITUC03839,rrsA-ileT-alaT-rrlA-rrfA,rrfA;rrlA;alaT;ileT;rrsA;
RDBECOLITUC03840,rrsB-gltT-rrlB-rrfB,rrfB;rrlB;gltT;rrsB;
RDBECOLITUC03841,rrsC-gltU-rrlC-rrfC,rrfC;rrlC;gltU;rrsC;
RDBECOLITUC03842,rrsC-gltU-rrlC-rrfC,rrfC;rrlC;gltU;rrsC;
RDBECOLITUC03843,rrsE-gltV-rrlE-rrfE,rrfE;rrlE;gltV;rrsE;
RDBECOLITUC03844,rrsG-gltW-rrlG-rrfG,rrfG;rrlG;gltW;rrsG;
RDBECOLITUC03845,rrsG-gltW-rrlG-rrfG,rrfG;rrlG;gltW;rrsG;
RDBECOLITUC03846,rrsH-ileV-alaV-rrlH-rrfH,rrfH;rrlH;alaV;ileV;rrsH;
RDBECOLITUC03847,rrsH-ileV-alaV-rrlH-rrfH,rrfH;rrlH;alaV;ileV;rrsH;
RDBECOLITUC03848,rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF,rrfF;thrV;rrfD;rrlD;alaU;ileU;rrsD;
RDBECOLITUC03849,rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF,rrfF;thrV;rrfD;rrlD;alaU;ileU;rrsD;
RDBECOLITUC03850,dnaN-recF,recF;dnaN;
RDBECOLITUC03851,dnaN-recF,recF;dnaN;
RDBECOLITUC03852,dnaN-recF,recF;dnaN;
RDBECOLITUC03853,dnaN-recF,recF;dnaN;
RDBECOLITUC03854,uspB,uspB;
RDBECOLITUC03855,gdhA,gdhA;
RDBECOLITUC03856,efp,efp;
RDBECOLITUC03857,sugE,gdx;
RDBECOLITUC03858,chpSB,chpB;chpS;
RDBECOLITUC03859,yjjY,yjjY;
RDBECOLITUC03860,citR-ybdNM,ybdM;ybdN;citR;
RDBECOLITUC03861,asflhD,asflhD;
RDBECOLITUC03862,stfZ,stfZ;
RDBECOLITUC03863,stfZ,stfZ;
RDBECOLITUC03864,stfZ,stfZ;
RDBECOLITUC03865,ameF,ameF;
RDBECOLITUC03866,mazE,mazE;
RDBECOLITUC03867,mazEF,mazF;mazE;
RDBECOLITUC03868,xtpA,xtpA;
RDBECOLITUC03869,sfmAC,sfmC;sfmA;
RDBECOLITUC03870,oppA,oppA;
RDBECOLITUC03871,sad-glsB-yneG,yneG;glsB;sad;
RDBECOLITUC03872,yjcH-actP,actP;yjcH;
RDBECOLITUC03873,argF-xynR,xynR;argF;
RDBECOLITUC03874,dmsABC,dmsC;dmsB;dmsA;
RDBECOLITUC03875,glpFK,glpK;glpF;
RDBECOLITUC03876,sdhCDAB,sdhB;sdhA;sdhD;sdhC;
RDBECOLITUC03877,manXYZ-yobD,yobD;manZ;manY;manX;
RDBECOLITUC03878,tauABC,tauC;tauB;tauA;
RDBECOLITUC03879,ydfABC-dicFB-ydfD,ydfD;dicB;dicF;ydfC;ydfB;ydfA;
RDBECOLITUC03880,fepA-entD,entD;fepA;
RDBECOLITUC03881,fhuACDB,fhuB;fhuD;fhuC;fhuA;
RDBECOLITUC03882,glnLG,glnG;glnL;
RDBECOLITUC03883,dppBCDF,dppF;dppD;dppC;dppB;
RDBECOLITUC03884,asphoP,asphoP;
RDBECOLITUC03885,och5,och5;
RDBECOLITUC03886,sokE,sokE;
RDBECOLITUC03887,yecV,yecV;
RDBECOLITUC03888,yjbS,yjbS;
RDBECOLITUC03889,yjbT,yjbT;
RDBECOLITUC03890,ykgS,ykgS;
RDBECOLITUC03891,ykiC,ykiC;
RDBECOLITUC03892,ylcI,ylcI;
RDBECOLITUC03893,ymdG,ymdG;
RDBECOLITUC03894,ymiB,ymiB;
RDBECOLITUC03895,ymiD,ymiD;
RDBECOLITUC03896,ynbG,ynbG;
RDBECOLITUC03897,yncO,yncO;
RDBECOLITUC03898,yneP,yneP;
RDBECOLITUC03899,yfiS,yfiS;
RDBECOLITUC03900,ynfU,ynfU;
RDBECOLITUC03901,yoaM,yoaM;
RDBECOLITUC03902,yohP,yohP;
RDBECOLITUC03903,yqfH,yqfH;
RDBECOLITUC03904,yqfI,yqfI;
RDBECOLITUC03905,yqhJ,yqhJ;
RDBECOLITUC03906,ysdE,ysdE;
RDBECOLITUC03907,yqjD,yqjD;
RDBECOLITUC03908,proV,proV;
RDBECOLITUC03909,proW,proW;
RDBECOLITUC03910,proX,proX;
RDBECOLITUC03911,nikABCDER,nikR;nikE;nikD;nikC;nikB;nikA;
RDBECOLITUC03912,nuoABCEFGHIJKLMN,nuoN;nuoM;nuoL;nuoK;nuoJ;nuoI;nuoH;nuoG;nuoF;nuoE;nuoC;nuoB;nuoA;
RDBECOLITUC03913,hisGDCBHAFI,hisI;hisF;hisA;hisH;hisB;hisC;hisD;hisG;
RDBECOLITUC03914,hpf-ptsN,ptsN;hpf;
RDBECOLITUC03915,lptAB-rpoN-hpf-ptsN-rapZ-npr,npr;rapZ;ptsN;hpf;rpoN;lptB;lptA;
